rgb
"rgb(206,115,117)"
"rgb(205,114,116)"
"rgb(203,113,115)"
"rgb(202,112,114)"
"rgb(200,111,113)"
"rgb(199,110,112)"
"rgb(197,109,111)"
"rgb(196,108,110)"
"rgb(194,107,109)"
"rgb(193,106,108)"
"rgb(191,105,107)"
"rgb(190,104,106)"
"rgb(189,103,105)"
"rgb(187,102,104)"
"rgb(186,101,103)"
"rgb(184,100,102)"
"rgb(183,99,101)"
"rgb(181,98,100)"
"rgb(180,97,99)"
"rgb(178,96,98)"
"rgb(177,95,97)"
"rgb(175,94,98)"
"rgb(173,92,100)"
"rgb(172,91,101)"
"rgb(170,90,103)"
"rgb(168,89,104)"
"rgb(166,88,106)"
"rgb(164,87,107)"
"rgb(162,85,109)"
"rgb(160,84,110)"
"rgb(158,83,111)"
"rgb(156,82,113)"
"rgb(154,81,114)"
"rgb(152,81,115)"
"rgb(150,80,117)"
"rgb(147,79,118)"
"rgb(145,78,119)"
"rgb(143,77,120)"
"rgb(140,77,121)"
"rgb(138,76,122)"
"rgb(135,75,123)"
"rgb(133,74,124)"
"rgb(130,74,124)"
"rgb(127,73,125)"
"rgb(125,73,125)"
"rgb(122,72,126)"
"rgb(119,72,126)"
"rgb(116,71,127)"
"rgb(113,71,127)"
"rgb(110,70,127)"
"rgb(107,70,127)"
"rgb(104,69,127)"
"rgb(101,69,127)"
"rgb(98,69,127)"
"rgb(95,68,126)"
"rgb(92,68,126)"
"rgb(89,68,125)"
"rgb(85,67,124)"
"rgb(82,67,124)"
"rgb(79,67,123)"
"rgb(75,67,122)"
"rgb(72,66,120)"
"rgb(68,66,119)"
"rgb(65,66,118)"
"rgb(61,66,116)"
"rgb(57,65,115)"
"rgb(54,65,113)"
"rgb(50,65,112)"
"rgb(46,65,110)"
"rgb(42,64,108)"
"rgb(38,64,106)"
"rgb(33,64,104)"
"rgb(29,64,102)"
"rgb(24,63,100)"
"rgb(19,63,98)"
"rgb(13,63,97)"
"rgb(6,63,95)"
"rgb(1,63,93)"
"rgb(0,62,92)"
"rgb(0,62,92)"
"rgb(0,62,91)"
"rgb(0,62,91)"
"rgb(0,62,91)"
"rgb(0,62,91)"
"rgb(0,62,91)"
"rgb(0,62,91)"
"rgb(0,63,92)"
"rgb(0,63,93)"
"rgb(0,64,94)"
"rgb(0,64,95)"
"rgb(0,65,96)"
"rgb(0,66,97)"
"rgb(0,67,99)"
"rgb(1,67,100)"
"rgb(4,68,102)"
"rgb(10,69,104)"
"rgb(15,69,106)"
"rgb(20,70,108)"
"rgb(24,70,110)"
"rgb(28,71,112)"
"rgb(32,71,114)"
"rgb(36,72,116)"
"rgb(39,72,118)"
"rgb(43,73,120)"
"rgb(46,73,122)"
"rgb(50,73,124)"
"rgb(53,74,126)"
"rgb(57,74,128)"
"rgb(60,74,130)"
"rgb(63,75,131)"
"rgb(67,75,133)"
"rgb(70,75,135)"
"rgb(73,75,136)"
"rgb(76,75,138)"
"rgb(80,75,139)"
"rgb(83,76,140)"
"rgb(86,76,142)"
"rgb(89,76,143)"
"rgb(92,76,144)"
"rgb(96,76,145)"
"rgb(99,76,146)"
"rgb(102,76,146)"
"rgb(105,76,147)"
"rgb(108,76,148)"
"rgb(111,76,148)"
"rgb(114,76,148)"
"rgb(117,76,148)"
"rgb(120,76,148)"
"rgb(206,115,117)"
"rgb(204,114,116)"
"rgb(203,113,115)"
"rgb(201,112,114)"
"rgb(200,111,113)"
"rgb(199,110,112)"
"rgb(197,109,111)"
"rgb(196,108,110)"
"rgb(194,107,109)"
"rgb(193,106,108)"
"rgb(191,105,107)"
"rgb(190,104,106)"
"rgb(188,103,105)"
"rgb(187,102,104)"
"rgb(185,101,103)"
"rgb(184,100,102)"
"rgb(182,99,101)"
"rgb(181,98,100)"
"rgb(179,97,99)"
"rgb(178,96,98)"
"rgb(176,95,100)"
"rgb(175,94,101)"
"rgb(173,92,103)"
"rgb(171,91,104)"
"rgb(169,90,106)"
"rgb(168,89,107)"
"rgb(166,88,109)"
"rgb(164,87,110)"
"rgb(162,86,111)"
"rgb(160,85,113)"
"rgb(158,84,114)"
"rgb(155,83,115)"
"rgb(153,82,117)"
"rgb(151,81,118)"
"rgb(149,80,119)"
"rgb(146,79,120)"
"rgb(144,79,121)"
"rgb(142,78,122)"
"rgb(139,77,123)"
"rgb(136,76,124)"
"rgb(134,76,125)"
"rgb(131,75,126)"
"rgb(129,75,126)"
"rgb(126,74,127)"
"rgb(123,74,127)"
"rgb(120,73,128)"
"rgb(117,73,128)"
"rgb(115,72,128)"
"rgb(112,72,129)"
"rgb(109,71,129)"
"rgb(106,71,129)"
"rgb(103,71,128)"
"rgb(100,70,128)"
"rgb(96,70,128)"
"rgb(93,70,127)"
"rgb(90,69,127)"
"rgb(87,69,126)"
"rgb(83,69,125)"
"rgb(80,68,124)"
"rgb(77,68,123)"
"rgb(73,68,122)"
"rgb(70,68,121)"
"rgb(66,68,120)"
"rgb(62,67,118)"
"rgb(59,67,117)"
"rgb(55,67,115)"
"rgb(51,67,113)"
"rgb(47,67,112)"
"rgb(43,66,110)"
"rgb(39,66,108)"
"rgb(35,66,106)"
"rgb(31,66,104)"
"rgb(26,65,102)"
"rgb(21,65,101)"
"rgb(16,65,99)"
"rgb(9,65,97)"
"rgb(4,65,96)"
"rgb(1,64,95)"
"rgb(0,64,94)"
"rgb(0,64,93)"
"rgb(0,63,92)"
"rgb(0,63,92)"
"rgb(0,63,92)"
"rgb(0,63,92)"
"rgb(0,64,92)"
"rgb(0,64,93)"
"rgb(0,64,93)"
"rgb(0,65,94)"
"rgb(0,65,95)"
"rgb(0,66,96)"
"rgb(0,67,97)"
"rgb(0,67,98)"
"rgb(0,68,99)"
"rgb(0,69,100)"
"rgb(1,69,102)"
"rgb(3,70,103)"
"rgb(6,71,105)"
"rgb(12,72,107)"
"rgb(17,72,109)"
"rgb(22,73,111)"
"rgb(26,73,113)"
"rgb(30,74,115)"
"rgb(34,74,117)"
"rgb(38,74,119)"
"rgb(41,75,121)"
"rgb(45,75,123)"
"rgb(48,76,125)"
"rgb(52,76,127)"
"rgb(55,76,129)"
"rgb(59,76,131)"
"rgb(62,77,133)"
"rgb(65,77,134)"
"rgb(69,77,136)"
"rgb(72,77,138)"
"rgb(75,77,139)"
"rgb(79,78,141)"
"rgb(82,78,142)"
"rgb(85,78,143)"
"rgb(89,78,145)"
"rgb(92,78,146)"
"rgb(95,78,147)"
"rgb(98,78,148)"
"rgb(101,78,148)"
"rgb(105,78,149)"
"rgb(108,78,150)"
"rgb(111,78,150)"
"rgb(114,78,150)"
"rgb(117,78,151)"
"rgb(206,116,117)"
"rgb(204,115,116)"
"rgb(203,114,115)"
"rgb(201,113,114)"
"rgb(200,112,113)"
"rgb(198,111,112)"
"rgb(197,110,111)"
"rgb(195,109,110)"
"rgb(194,108,109)"
"rgb(192,107,108)"
"rgb(191,106,107)"
"rgb(190,105,106)"
"rgb(188,104,105)"
"rgb(187,103,104)"
"rgb(185,102,103)"
"rgb(184,101,102)"
"rgb(182,99,101)"
"rgb(181,98,100)"
"rgb(179,97,99)"
"rgb(178,96,101)"
"rgb(176,95,102)"
"rgb(174,94,104)"
"rgb(173,92,105)"
"rgb(171,91,107)"
"rgb(169,90,108)"
"rgb(167,89,110)"
"rgb(165,88,111)"
"rgb(163,87,113)"
"rgb(161,86,114)"
"rgb(159,85,115)"
"rgb(157,84,117)"
"rgb(155,83,118)"
"rgb(152,82,119)"
"rgb(150,81,120)"
"rgb(148,81,122)"
"rgb(145,80,123)"
"rgb(143,79,124)"
"rgb(140,79,125)"
"rgb(138,78,126)"
"rgb(135,77,126)"
"rgb(133,77,127)"
"rgb(130,76,128)"
"rgb(127,75,128)"
"rgb(125,75,129)"
"rgb(122,74,129)"
"rgb(119,74,130)"
"rgb(116,74,130)"
"rgb(113,73,130)"
"rgb(110,73,130)"
"rgb(107,72,130)"
"rgb(104,72,130)"
"rgb(101,72,130)"
"rgb(98,71,129)"
"rgb(95,71,129)"
"rgb(91,71,128)"
"rgb(88,71,128)"
"rgb(85,70,127)"
"rgb(81,70,126)"
"rgb(78,70,125)"
"rgb(75,70,124)"
"rgb(71,69,123)"
"rgb(68,69,121)"
"rgb(64,69,120)"
"rgb(60,69,119)"
"rgb(57,69,117)"
"rgb(53,68,115)"
"rgb(49,68,114)"
"rgb(45,68,112)"
"rgb(41,68,110)"
"rgb(37,68,108)"
"rgb(33,68,106)"
"rgb(28,67,105)"
"rgb(23,67,103)"
"rgb(18,67,101)"
"rgb(12,67,99)"
"rgb(7,67,98)"
"rgb(4,66,97)"
"rgb(1,66,96)"
"rgb(0,65,95)"
"rgb(0,65,94)"
"rgb(0,65,94)"
"rgb(0,65,93)"
"rgb(0,65,93)"
"rgb(0,65,93)"
"rgb(0,65,93)"
"rgb(0,66,94)"
"rgb(0,66,94)"
"rgb(0,66,95)"
"rgb(0,67,96)"
"rgb(0,67,96)"
"rgb(0,68,97)"
"rgb(0,69,98)"
"rgb(0,69,100)"
"rgb(0,70,101)"
"rgb(0,71,102)"
"rgb(1,71,103)"
"rgb(3,72,105)"
"rgb(6,73,106)"
"rgb(9,74,108)"
"rgb(13,74,110)"
"rgb(19,75,112)"
"rgb(23,75,114)"
"rgb(28,76,116)"
"rgb(32,76,118)"
"rgb(36,77,120)"
"rgb(39,77,122)"
"rgb(43,77,124)"
"rgb(47,78,126)"
"rgb(50,78,128)"
"rgb(54,78,130)"
"rgb(57,79,132)"
"rgb(61,79,134)"
"rgb(64,79,136)"
"rgb(68,79,138)"
"rgb(71,79,139)"
"rgb(75,80,141)"
"rgb(78,80,142)"
"rgb(81,80,144)"
"rgb(85,80,145)"
"rgb(88,80,146)"
"rgb(91,80,148)"
