'白虎汤★','石膏','知母','甘草','','','','','','','','','','','','','',''
'玉女煎★','石膏','熟地黄','麦冬','知母','牛膝','','','','','','','','','','','',''
'竹叶石膏汤★','石膏','淡竹叶','半夏','麦冬','人参','炙甘草','','','','','','','','','','',''
